suhu_min,suhu_max,suhu_rata,kelembaban_rata,curah_hujan_rata,durasi_cerah,kecepatan_angin_max,arah_angin_max,kecepatan_angin_rata,nama_daerah,banjir
0.6031746031746028,0.5238095238095237,0.5,0.17142857142857149,0.0,0.4629629629629629,0.6666666666666665,0.47222222222222227,0.3333333333333333,0.0,0.0
0.6349206349206344,0.46031746031746046,0.6250000000000009,0.7142857142857144,0.5681818181818181,0.8796296296296295,0.33333333333333326,0.888888888888889,0.3333333333333333,0.0,0.0
0.3174603174603172,0.7777777777777777,0.5357142857142865,0.19999999999999996,0.1590909090909091,0.9166666666666666,0.33333333333333326,0.25,0.3333333333333333,1.0,0.0
0.47619047619047583,0.3333333333333339,0.4642857142857144,0.48571428571428577,0.1590909090909091,0.0,0.33333333333333326,0.9444444444444445,0.16666666666666666,3.0,0.0
0.2857142857142856,0.5238095238095237,0.5535714285714288,0.5142857142857142,0.022727272727272728,0.3888888888888889,0.6666666666666665,0.638888888888889,0.5,1.0,
0.7936507936507935,0.3015873015873014,0.6428571428571432,0.3999999999999999,0.1590909090909091,0.5833333333333333,0.33333333333333326,0.3888888888888889,0.5,3.0,0.0
0.47619047619047583,0.3968253968253972,0.3392857142857144,0.5428571428571427,0.5681818181818181,0.0,1.0,0.11111111111111112,0.3333333333333333,3.0,
0.7936507936507935,0.7142857142857144,0.75,0.4285714285714288,0.045454545454545456,0.5555555555555556,0.33333333333333326,0.1388888888888889,0.16666666666666666,0.0,0.0
0.6349206349206344,0.3015873015873014,0.3214285714285712,0.7714285714285714,0.1590909090909091,0.48148148148148145,1.0,0.75,0.3333333333333333,0.0,0.0
0.47619047619047583,0.3333333333333339,0.3392857142857144,0.6285714285714286,0.0,0.3796296296296296,0.6666666666666665,0.05555555555555556,0.3333333333333333,3.0,0.0
0.7936507936507935,0.5238095238095237,0.75,0.3142857142857143,0.0,0.8611111111111112,0.6666666666666665,0.02777777777777778,0.3333333333333333,3.0,0.0
0.7936507936507935,0.46031746031746046,0.6428571428571432,0.5714285714285716,0.1590909090909091,0.5092592592592592,0.33333333333333326,0.2777777777777778,0.5,1.0,0.0
0.6349206349206344,0.7777777777777777,0.6607142857142865,0.48571428571428577,0.1590909090909091,0.6296296296296295,0.33333333333333326,0.7777777777777778,0.16666666666666666,0.0,0.0
0.5396825396825395,0.5238095238095237,0.44642857142857206,0.5428571428571427,0.1590909090909091,0.6296296296296295,0.6666666666666665,0.6666666666666667,0.5,1.0,0.0
0.6666666666666661,0.6190476190476195,0.6250000000000009,0.48571428571428577,0.0,0.6296296296296295,0.33333333333333326,0.2777777777777778,0.16666666666666666,0.0,0.0
0.5396825396825395,0.17460317460317487,0.4107142857142856,0.7714285714285714,0.125,0.48148148148148145,0.6666666666666665,0.8055555555555556,0.3333333333333333,3.0,
0.7936507936507935,0.4285714285714297,0.44642857142857206,0.7714285714285714,0.28409090909090906,0.0,0.6666666666666665,0.5,0.16666666666666666,0.0,
0.7936507936507935,0.5555555555555562,0.6785714285714288,0.4285714285714288,0.0,0.611111111111111,0.0,0.5555555555555556,0.16666666666666666,0.0,
0.5396825396825395,0.3015873015873014,0.4107142857142856,0.7714285714285714,0.056818181818181816,0.1111111111111111,0.0,0.638888888888889,0.16666666666666666,1.0,
0.6349206349206344,0.3968253968253972,0.6607142857142865,0.5142857142857142,0.1590909090909091,0.6666666666666666,0.0,0.9166666666666667,0.16666666666666666,0.0,0.0
0.06349206349206282,0.492063492063493,0.3035714285714288,0.657142857142857,0.11363636363636363,0.009259259259259259,0.6666666666666665,0.7777777777777778,0.5,1.0,0.0
0.6349206349206344,0.492063492063493,0.26785714285714324,0.7428571428571429,0.1590909090909091,0.4537037037037037,0.0,0.02777777777777778,0.16666666666666666,3.0,0.0
0.47619047619047583,0.6825396825396828,0.6607142857142865,0.4571428571428573,0.1590909090909091,0.7314814814814815,0.0,0.3611111111111111,0.16666666666666666,1.0,
0.3174603174603172,0.492063492063493,0.4107142857142856,0.34285714285714297,0.0,0.6481481481481481,0.33333333333333326,0.9166666666666667,0.16666666666666666,0.0,
0.7936507936507935,0.6825396825396828,0.6964285714285721,0.5428571428571427,0.1590909090909091,0.24074074074074073,0.0,0.25,0.16666666666666666,0.0,0.0
0.7936507936507935,0.6825396825396828,0.6785714285714288,0.48571428571428577,0.1590909090909091,0.5,1.0,0.16666666666666669,0.3333333333333333,3.0,
0.3174603174603172,0.17460317460317487,0.08928571428571441,0.8571428571428572,0.6590909090909091,0.14814814814814814,0.0,0.5,0.6666666666666666,1.0,
0.7936507936507935,0.492063492063493,0.5178571428571432,0.4571428571428573,0.0,0.18518518518518517,1.0,0.08333333333333334,0.3333333333333333,3.0,0.0
0.3174603174603172,0.07936507936507997,0.0,1.0,0.19318181818181818,0.1111111111111111,0.33333333333333326,0.6944444444444444,0.3333333333333333,1.0,0.0
0.34920634920634885,0.7460317460317469,0.39285714285714324,0.3999999999999999,0.1590909090909091,0.5,0.6666666666666665,0.1388888888888889,0.3333333333333333,2.0,
0.3174603174603172,0.8412698412698418,0.6607142857142865,0.3999999999999999,0.1590909090909091,0.9351851851851851,0.33333333333333326,0.7777777777777778,0.16666666666666666,1.0,
0.7936507936507935,0.3968253968253972,0.5178571428571432,0.6000000000000001,0.1590909090909091,0.5092592592592592,0.6666666666666665,0.888888888888889,0.16666666666666666,0.0,
0.3174603174603172,0.6190476190476195,0.6250000000000009,0.3999999999999999,0.1590909090909091,0.5,0.33333333333333326,0.638888888888889,0.3333333333333333,2.0,0.0
0.7936507936507935,0.5238095238095237,0.75,0.2571428571428571,0.1590909090909091,0.4537037037037037,0.0,0.11111111111111112,0.16666666666666666,3.0,0.0
0.6349206349206344,0.3968253968253972,0.6607142857142865,0.4571428571428573,0.0,0.32407407407407407,0.0,0.8611111111111112,0.3333333333333333,0.0,0.0
0.3174603174603172,0.5555555555555562,0.44642857142857206,0.5428571428571427,0.1590909090909091,0.5,0.6666666666666665,0.7222222222222222,0.5,2.0,
0.7936507936507935,0.5396825396825395,0.6964285714285721,0.48571428571428577,0.1590909090909091,0.8333333333333333,0.6666666666666665,0.8055555555555556,0.3333333333333333,3.0,0.0
0.47619047619047583,0.5238095238095237,0.44642857142857206,0.6857142857142859,1.0,0.5648148148148148,1.0,0.8055555555555556,0.3333333333333333,0.0,
0.47619047619047583,0.7142857142857144,0.48214285714285765,0.5142857142857142,0.1590909090909091,0.4629629629629629,0.33333333333333326,0.5,0.5,1.0,
0.7936507936507935,0.492063492063493,0.6785714285714288,0.2571428571428571,0.1590909090909091,0.7037037037037036,1.0,0.1388888888888889,0.3333333333333333,3.0,0.0
0.47619047619047583,0.26984126984126977,0.17857142857142883,0.7428571428571429,0.1590909090909091,0.5,0.6666666666666665,0.25,0.3333333333333333,2.0,0.0
0.7936507936507935,0.8412698412698418,0.75,0.14285714285714302,0.0,0.6481481481481481,0.33333333333333326,0.4166666666666667,0.16666666666666666,0.0,0.0
0.7936507936507935,0.6507936507936511,0.6607142857142865,0.48571428571428577,0.1590909090909091,0.7129629629629629,0.6666666666666665,0.3611111111111111,0.5,3.0,0.0
0.6349206349206344,0.23809523809523814,0.5,0.5142857142857142,0.1590909090909091,0.0,0.0,0.22222222222222224,0.6666666666666666,1.0,0.0
0.9523809523809526,0.3015873015873014,0.6071428571428577,0.6000000000000001,0.1590909090909091,0.5,0.33333333333333326,0.11111111111111112,0.3333333333333333,3.0,
0.6349206349206344,0.4285714285714297,0.6428571428571432,0.37142857142857144,0.0,0.5555555555555556,0.33333333333333326,0.9722222222222222,0.16666666666666666,0.0,0.0
0.5396825396825395,0.3015873015873014,0.4285714285714288,0.7714285714285714,0.1590909090909091,0.3796296296296296,0.33333333333333326,0.75,0.3333333333333333,1.0,
0.7936507936507935,0.6507936507936511,0.5714285714285721,0.657142857142857,0.056818181818181816,0.537037037037037,0.0,0.638888888888889,0.16666666666666666,3.0,
0.47619047619047583,0.5238095238095237,0.4642857142857144,0.6857142857142859,0.5454545454545454,0.3518518518518518,1.0,0.6944444444444444,0.3333333333333333,0.0,0.0
0.47619047619047583,0.5238095238095237,0.2857142857142856,0.7714285714285714,0.1590909090909091,0.3888888888888889,0.33333333333333326,0.5,0.5,1.0,0.0
0.6349206349206344,0.3333333333333339,0.48214285714285765,0.4285714285714288,0.40909090909090906,0.6018518518518519,0.33333333333333326,0.7777777777777778,0.3333333333333333,0.0,0.0
0.5714285714285712,0.7142857142857144,0.6071428571428577,0.17142857142857149,0.1590909090909091,0.5555555555555556,0.6666666666666665,0.3611111111111111,0.16666666666666666,0.0,0.0
0.47619047619047583,0.07936507936507997,0.4107142857142856,0.5142857142857142,0.7954545454545454,0.5277777777777778,0.6666666666666665,0.888888888888889,0.3333333333333333,0.0,0.0
0.7936507936507935,0.3015873015873014,0.5535714285714288,0.48571428571428577,0.1590909090909091,0.537037037037037,0.6666666666666665,0.8333333333333334,0.5,3.0,0.0
0.3174603174603172,0.492063492063493,0.3392857142857144,0.17142857142857149,0.1590909090909091,0.2962962962962963,0.0,0.5,0.6666666666666666,1.0,0.0
0.47619047619047583,0.3333333333333339,0.3214285714285712,0.6857142857142859,0.1590909090909091,0.09259259259259259,0.0,0.22222222222222224,0.6666666666666666,1.0,0.0
0.6349206349206344,0.3968253968253972,0.5,0.6000000000000001,0.07954545454545454,0.24074074074074073,0.33333333333333326,0.7777777777777778,0.16666666666666666,0.0,
0.4444444444444442,0.3809523809523814,0.35714285714285765,0.6000000000000001,0.1590909090909091,0.5,0.6666666666666665,0.888888888888889,0.3333333333333333,2.0,0.0
0.6349206349206344,0.6190476190476195,0.5892857142857144,0.2571428571428571,0.0,0.6481481481481481,0.33333333333333326,0.8055555555555556,0.16666666666666666,0.0,
0.47619047619047583,0.492063492063493,0.48214285714285765,0.5714285714285716,0.5227272727272727,0.5833333333333333,0.0,0.19444444444444445,0.16666666666666666,3.0,0.0
0.3174603174603172,0.6507936507936511,0.44642857142857206,0.19999999999999996,0.43181818181818177,0.5555555555555556,0.0,0.47222222222222227,0.5,1.0,
0.6349206349206344,0.5873015873015879,0.23214285714285676,0.7999999999999998,0.1590909090909091,0.37037037037037035,0.33333333333333326,0.6944444444444444,1.0,1.0,0.0
0.47619047619047583,0.5555555555555562,0.5714285714285721,0.6000000000000001,0.0,0.4351851851851852,1.0,0.888888888888889,0.3333333333333333,0.0,0.0
0.22222222222222188,0.8730158730158735,0.5357142857142865,0.37142857142857144,0.1590909090909091,0.7685185185185185,0.33333333333333326,0.19444444444444445,0.3333333333333333,1.0,0.0
0.6349206349206344,0.3015873015873014,0.5,0.6000000000000001,0.0,0.0,0.33333333333333326,0.8333333333333334,0.3333333333333333,0.0,0.0
0.47619047619047583,0.3968253968253972,0.35714285714285765,0.5714285714285716,0.1590909090909091,0.25,0.33333333333333326,0.6944444444444444,1.0,1.0,0.0
0.3809523809523805,0.6190476190476195,0.5,0.3999999999999999,0.1590909090909091,0.6944444444444444,0.33333333333333326,0.1388888888888889,0.5,1.0,
0.7936507936507935,0.6507936507936511,0.7857142857142856,0.4571428571428573,0.32954545454545453,0.8333333333333333,0.6666666666666665,0.22222222222222224,0.3333333333333333,3.0,
0.34920634920634885,0.6190476190476195,0.5714285714285721,0.4571428571428573,0.06818181818181818,0.5,0.33333333333333326,0.75,0.5,2.0,
0.7936507936507935,0.6190476190476195,0.75,0.3142857142857143,0.1590909090909091,0.8240740740740741,0.33333333333333326,0.1388888888888889,0.3333333333333333,3.0,0.0
0.6349206349206344,0.4285714285714297,0.48214285714285765,0.7714285714285714,0.11363636363636363,0.14814814814814814,0.0,0.2777777777777778,0.16666666666666666,1.0,0.0
0.6031746031746028,0.492063492063493,0.75,0.5142857142857142,0.1590909090909091,0.8703703703703703,1.0,0.75,0.16666666666666666,3.0,0.0
0.6349206349206344,0.46031746031746046,0.6964285714285721,0.4571428571428573,0.1590909090909091,0.8148148148148149,1.0,0.11111111111111112,0.3333333333333333,3.0,
0.39682539682539675,0.6031746031746028,0.23214285714285676,0.7428571428571429,0.045454545454545456,0.5,0.6666666666666665,0.6666666666666667,0.3333333333333333,2.0,0.0
0.6349206349206344,0.7777777777777777,0.5714285714285721,0.4285714285714288,0.23863636363636365,0.4629629629629629,0.6666666666666665,0.888888888888889,0.16666666666666666,0.0,
0.3174603174603172,0.6507936507936511,0.5178571428571432,0.14285714285714302,0.1590909090909091,0.5,0.6666666666666665,0.08333333333333334,0.5,2.0,0.0
0.47619047619047583,0.6825396825396828,0.6250000000000009,0.4571428571428573,0.13636363636363635,0.5555555555555556,0.33333333333333326,0.75,0.3333333333333333,0.0,0.0
0.6666666666666661,0.6507936507936511,0.6964285714285721,0.4571428571428573,0.0,0.7685185185185185,0.0,0.22222222222222224,0.16666666666666666,1.0,0.0
0.47619047619047583,0.46031746031746046,0.5535714285714288,0.5428571428571427,0.21590909090909088,0.14814814814814814,0.33333333333333326,0.4166666666666667,0.16666666666666666,0.0,
0.6349206349206344,0.7460317460317469,0.75,0.48571428571428577,0.1590909090909091,0.40740740740740744,0.6666666666666665,0.02777777777777778,0.3333333333333333,0.0,
0.47619047619047583,0.492063492063493,0.5535714285714288,0.5142857142857142,0.0,0.4444444444444444,0.0,0.02777777777777778,0.16666666666666666,3.0,0.0
0.6349206349206344,0.4285714285714297,0.5178571428571432,0.3999999999999999,0.1590909090909091,0.6759259259259258,0.33333333333333326,0.9444444444444445,0.3333333333333333,3.0,
0.47619047619047583,0.3968253968253972,0.5535714285714288,0.3999999999999999,0.0,0.07407407407407407,0.6666666666666665,0.5833333333333334,0.3333333333333333,0.0,1.0
0.47619047619047583,0.3015873015873014,0.44642857142857206,0.22857142857142865,0.0,0.4629629629629629,0.33333333333333326,0.8333333333333334,0.16666666666666666,0.0,1.0
0.47619047619047583,0.46031746031746046,0.35714285714285765,0.8285714285714287,0.6818181818181818,0.3518518518518518,0.0,0.638888888888889,0.16666666666666666,1.0,
0.3174603174603172,0.36507936507936556,0.5,0.19999999999999996,0.0,0.5555555555555556,0.33333333333333326,0.3888888888888889,0.16666666666666666,0.0,0.0
0.1587301587301586,0.5555555555555562,0.7678571428571432,0.4285714285714288,0.1590909090909091,0.5555555555555556,0.33333333333333326,0.1388888888888889,0.16666666666666666,3.0,0.0
0.3174603174603172,0.5555555555555562,0.4642857142857144,0.3999999999999999,0.1590909090909091,0.23148148148148145,0.0,0.7777777777777778,0.6666666666666666,1.0,0.0
0.47619047619047583,0.5873015873015879,0.6250000000000009,0.4571428571428573,0.022727272727272728,0.21296296296296294,0.33333333333333326,0.75,0.3333333333333333,1.0,
0.3809523809523805,0.492063492063493,0.4642857142857144,0.6000000000000001,0.9090909090909091,0.5,1.0,0.7777777777777778,0.8333333333333333,2.0,
0.41269841269841256,0.26984126984126977,0.23214285714285676,0.6285714285714286,0.1590909090909091,0.5,0.33333333333333326,0.05555555555555556,0.3333333333333333,2.0,
0.3174603174603172,0.5555555555555562,0.4285714285714288,0.14285714285714302,0.0,0.8148148148148149,1.0,0.3055555555555556,0.3333333333333333,3.0,0.0
0.39682539682539675,0.7142857142857144,0.5178571428571432,0.48571428571428577,0.22727272727272727,0.5740740740740741,0.0,0.7222222222222222,0.16666666666666666,1.0,
0.47619047619047583,0.7460317460317469,0.75,0.4285714285714288,0.1590909090909091,0.6574074074074073,1.0,0.6666666666666667,0.6666666666666666,1.0,
0.6825396825396828,0.46031746031746046,0.6428571428571432,0.6000000000000001,0.1590909090909091,0.6296296296296295,1.0,0.9444444444444445,0.5,3.0,
0.47619047619047583,0.3015873015873014,0.14285714285714235,0.8571428571428572,0.1590909090909091,0.6018518518518519,0.0,0.638888888888889,0.3333333333333333,1.0,
0.6349206349206344,0.4285714285714297,0.6428571428571432,0.37142857142857144,0.1590909090909091,0.8611111111111112,0.6666666666666665,1.0,0.16666666666666666,3.0,
0.47619047619047583,0.2857142857142865,0.3392857142857144,0.7714285714285714,0.11363636363636363,0.09259259259259259,0.33333333333333326,0.888888888888889,0.3333333333333333,3.0,
0.3174603174603172,0.5873015873015879,0.375,0.6285714285714286,0.3409090909090909,0.5,0.6666666666666665,0.11111111111111112,0.5,2.0,0.0
0.7936507936507935,0.6825396825396828,0.7142857142857144,0.4571428571428573,0.1590909090909091,0.8240740740740741,0.6666666666666665,0.2777777777777778,0.3333333333333333,3.0,
0.47619047619047583,0.6507936507936511,0.6428571428571432,0.4571428571428573,0.1590909090909091,0.9166666666666666,0.0,0.3055555555555556,0.16666666666666666,1.0,0.0
0.3174603174603172,0.46031746031746046,0.39285714285714324,0.6857142857142859,0.40909090909090906,0.5,0.33333333333333326,0.75,0.16666666666666666,2.0,
0.3809523809523805,0.6190476190476195,0.5178571428571432,0.3999999999999999,0.1590909090909091,0.5,0.33333333333333326,1.0,0.16666666666666666,2.0,
0.7936507936507935,0.7142857142857144,0.48214285714285765,0.6285714285714286,0.0,0.4629629629629629,0.0,0.9166666666666667,0.16666666666666666,0.0,0.0
0.7301587301587302,0.46031746031746046,0.6428571428571432,0.5142857142857142,0.1590909090909091,0.3518518518518518,0.6666666666666665,0.888888888888889,0.16666666666666666,0.0,0.0
0.0,0.5238095238095237,0.23214285714285676,0.17142857142857149,0.0,0.898148148148148,0.33333333333333326,0.16666666666666669,0.3333333333333333,1.0,
0.47619047619047583,0.3968253968253972,0.5,0.48571428571428577,0.0,0.6018518518518519,0.33333333333333326,0.33333333333333337,0.16666666666666666,0.0,0.0
0.47619047619047583,0.492063492063493,0.25,0.7714285714285714,0.0,0.41666666666666663,0.6666666666666665,0.3055555555555556,0.3333333333333333,1.0,0.0
0.5396825396825395,0.7142857142857144,0.4642857142857144,0.7428571428571429,0.022727272727272728,0.5092592592592592,0.0,0.7222222222222222,0.3333333333333333,1.0,
